cdscod;cds;cdscod_cds;adcod;ad;adcod_ad;voto_medio_norm;ratio_promossi_iscritti;rating;rank_best;rank_worst
E2004P;SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P - SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P027;COMUNICAZIONE D'IMPRESA;E2004P027 - COMUNICAZIONE D'IMPRESA;0.873;0.966;0.9009;1;29
E2004P;SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P - SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P025;PSICOLOGIA ECONOMICA E DEL LAVORO;E2004P025 - PSICOLOGIA ECONOMICA E DEL LAVORO;0.932;0.72;0.8684;2;28
E2004P;SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P - SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P040;LA MISURAZIONE IN AMBITO PSICOSOCIALE;E2004P040 - LA MISURAZIONE IN AMBITO PSICOSOCIALE;0.848;0.897;0.8627;3;27
E2004P;SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P - SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P003;LINGUISTICA;E2004P003 - LINGUISTICA;0.804;0.899;0.8325;4;26
E2004P;SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P - SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P029;PSICOLOGIA DEL COMPORTAMENTO ECONOMICO E DEI CONSUMI;E2004P029 - PSICOLOGIA DEL COMPORTAMENTO ECONOMICO E DEI CONSUMI;0.824;0.771;0.8081;5;25
E2004P;SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P - SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P017;SOCIOLOGIA;E2004P017 - SOCIOLOGIA;0.765;0.895;0.804;6;24
E2004P;SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P - SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P009;PSICOLINGUISTICA;E2004P009 - PSICOLINGUISTICA;0.762;0.862;0.792;7;23
E2004P;SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P - SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P028;INFORMATICA E GRAFICA PER IL WEB;E2004P028 - INFORMATICA E GRAFICA PER IL WEB;0.823;0.706;0.7879;8;22
E2004P;SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P - SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P036;FONDAMENTI DI INFORMATICA PER LA COMUNICAZIONE;E2004P036 - FONDAMENTI DI INFORMATICA PER LA COMUNICAZIONE;0.688;1.0;0.7816;9;21
E2004P;SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P - SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P037;VISUAL DESIGN;E2004P037 - VISUAL DESIGN;0.718;0.882;0.7672;10;20
E2004P;SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P - SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2401P015;MOTIVAZIONE, EMOZIONE E PERSONALITÀ;E2401P015 - MOTIVAZIONE, EMOZIONE E PERSONALITÀ;0.737;0.813;0.7598;11;19
E2004P;SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P - SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P026;PSICOLOGIA SOCIALE DELLA COMUNICAZIONE;E2004P026 - PSICOLOGIA SOCIALE DELLA COMUNICAZIONE;0.8;0.623;0.7469;12;18
E2004P;SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P - SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P005;PSICOLOGIA SOCIALE;E2004P005 - PSICOLOGIA SOCIALE;0.649;0.862;0.7129;13;17
E2004P;SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P - SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P038;WEB MARKETING;E2004P038 - WEB MARKETING;0.745;0.625;0.709;14;16
E2004P;SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P - SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P010;STORIA DELLA SCIENZA;E2004P010 - STORIA DELLA SCIENZA;0.677;0.754;0.7001;15;15
E2004P;SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P - SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P002;FILOSOFIA DEL LINGUAGGIO;E2004P002 - FILOSOFIA DEL LINGUAGGIO;0.674;0.743;0.6947;16;14
E2004P;SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P - SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P039;METODI E STRUMENTI DI INDAGINE NEL CICLO DI VITA;E2004P039 - METODI E STRUMENTI DI INDAGINE NEL CICLO DI VITA;0.689;0.667;0.6824;17;13
E2004P;SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P - SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2401P031;FATTORI DI RISCHIO E PROTEZIONE NELLA FORMAZIONE DELLA PERSONALITÀ;E2401P031 - FATTORI DI RISCHIO E PROTEZIONE NELLA FORMAZIONE DELLA PERSONALITÀ;0.712;0.611;0.6817;18;12
E2004P;SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P - SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P006;STATISTICA PER LA RICERCA SOCIALE;E2004P006 - STATISTICA PER LA RICERCA SOCIALE;0.66;0.732;0.6816;19;11
E2004P;SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P - SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2401P002;FONDAMENTI ANATOMO-FISIOLOGICI DELL'ATTIVITÀ PSICHICA;E2401P002 - FONDAMENTI ANATOMO-FISIOLOGICI DELL'ATTIVITÀ PSICHICA;0.7;0.556;0.6568;20;10
E2004P;SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P - SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P007;TEORIA E TECNICA DEI NUOVI MEDIA;E2004P007 - TEORIA E TECNICA DEI NUOVI MEDIA;0.658;0.634;0.6508;21;9
E2004P;SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P - SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P044;PSICOLOGIA SOCIALE DELLA COMUNICAZIONE;E2004P044 - PSICOLOGIA SOCIALE DELLA COMUNICAZIONE;0.68;0.506;0.6278;22;8
E2004P;SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P - SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2401P101;PSICOMETRIA CON LABORATORIO DI SPSS 2;E2401P101 - PSICOMETRIA CON LABORATORIO DI SPSS 2;0.642;0.556;0.6162;23;7
E2004P;SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P - SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2401P103;PSICOPATOLOGIA GENERALE;E2401P103 - PSICOPATOLOGIA GENERALE;0.544;0.75;0.6058;24;6
E2004P;SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P - SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P013;PSICOLOGIA DELL'ARTE;E2004P013 - PSICOLOGIA DELL'ARTE;0.669;0.455;0.6048;25;5
E2004P;SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P - SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P004;PSICOLOGIA GENERALE PER LA COMUNICAZIONE;E2004P004 - PSICOLOGIA GENERALE PER LA COMUNICAZIONE;0.643;0.513;0.604;26;4
E2004P;SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P - SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P008;APPRENDIMENTO, PENSIERO E DECISIONE;E2004P008 - APPRENDIMENTO, PENSIERO E DECISIONE;0.679;0.403;0.5962;27;3
E2004P;SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P - SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2401P035;CRIMINOLOGIA;E2401P035 - CRIMINOLOGIA;0.611;0.429;0.5564;28;2
E2004P;SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2004P - SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE;E2401P019;PSICOBIOLOGIA DEI DISTURBI COMPORTAMENTALI;E2401P019 - PSICOBIOLOGIA DEI DISTURBI COMPORTAMENTALI;0.514;0.632;0.5494;29;1
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P031;FATTORI DI RISCHIO E PROTEZIONE NELLA FORMAZIONE DELLA PERSONALITÀ;E2401P031 - FATTORI DI RISCHIO E PROTEZIONE NELLA FORMAZIONE DELLA PERSONALITÀ;0.881;0.97;0.9077;1;37
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P076;STORIA DELLA FILOSOFIA;E2401P076 - STORIA DELLA FILOSOFIA;0.937;0.788;0.8923;2;36
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P116;ELEMENTI DI LINGUISTICA E PSICOLINGUISTICA;E2401P116 - ELEMENTI DI LINGUISTICA E PSICOLINGUISTICA;0.84;0.98;0.882;3;35
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P030;PSICODINAMICA DELLO SVILUPPO E DELLE RELAZIONI FAMILIARI;E2401P030 - PSICODINAMICA DELLO SVILUPPO E DELLE RELAZIONI FAMILIARI;0.865;0.871;0.8668;4;34
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P064;FILOSOFIA DELLA SCIENZA;E2401P064 - FILOSOFIA DELLA SCIENZA;0.827;0.958;0.8663;5;33
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P026;PSICOLOGIA GIURIDICA;E2401P026 - PSICOLOGIA GIURIDICA;0.902;0.756;0.8582;6;32
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P016;PENSIERO E COMUNICAZIONE;E2401P016 - PENSIERO E COMUNICAZIONE;0.952;0.636;0.8572;7;31
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P011;PSICOLOGIA SOCIALE;E2401P011 - PSICOLOGIA SOCIALE;0.815;0.892;0.8381;8;30
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P032;COUNSELLING;E2401P032 - COUNSELLING;0.836;0.842;0.8378;9;29
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P022;PSICOLOGIA DEL CICLO DI VITA;E2401P022 - PSICOLOGIA DEL CICLO DI VITA;0.819;0.801;0.8136;10;28
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P119;RICERCA INTERVENTO DI COMUNITA';E2401P119 - RICERCA INTERVENTO DI COMUNITA';0.775;0.888;0.8089;11;27
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P019;PSICOBIOLOGIA DEI DISTURBI COMPORTAMENTALI;E2401P019 - PSICOBIOLOGIA DEI DISTURBI COMPORTAMENTALI;0.772;0.88;0.8044;12;26
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P028;PSICOLOGIA DEL COMPORTAMENTO ECONOMICO E DEI CONSUMI;E2401P028 - PSICOLOGIA DEL COMPORTAMENTO ECONOMICO E DEI CONSUMI;0.831;0.729;0.8004;13;25
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P068;SOCIOLOGIA;E2401P068 - SOCIOLOGIA;0.731;0.925;0.7892;14;24
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P102;FONDAMENTI DI ECONOMIA E STRATEGIA AZIENDALE;E2401P102 - FONDAMENTI DI ECONOMIA E STRATEGIA AZIENDALE;0.785;0.792;0.7871;15;23
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P117;PSICOLOGIA DELL'EDUCAZIONE E DEI PROCESSI DI APPRENDIMENTO;E2401P117 - PSICOLOGIA DELL'EDUCAZIONE E DEI PROCESSI DI APPRENDIMENTO;0.767;0.819;0.7826;16;22
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P120;TEORIE E STRUMENTI PER LA GESTIONE E LO SVILUPPO DEL PERSONALE;E2401P120 - TEORIE E STRUMENTI PER LA GESTIONE E LO SVILUPPO DEL PERSONALE;0.751;0.818;0.7711;17;21
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P015;MOTIVAZIONE, EMOZIONE E PERSONALITÀ;E2401P015 - MOTIVAZIONE, EMOZIONE E PERSONALITÀ;0.738;0.82;0.7626;18;20
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P029;TECNICHE DEL COLLOQUIO;E2401P029 - TECNICHE DEL COLLOQUIO;0.745;0.777;0.7546;19;19
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P065;STORIA DELLA SCIENZA;E2401P065 - STORIA DELLA SCIENZA;0.711;0.85;0.7527;20;18
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P118;PSICOLOGIA SOCIALE DEI GRUPPI;E2401P118 - PSICOLOGIA SOCIALE DEI GRUPPI;0.815;0.583;0.7454;21;17
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P005;BIOLOGIA E GENETICA;E2401P005 - BIOLOGIA E GENETICA;0.673;0.866;0.7309;22;16
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P006;FILOSOFIA DELLA MENTE, LOGICA E LINGUE NATURALI;E2401P006 - FILOSOFIA DELLA MENTE, LOGICA E LINGUE NATURALI;0.664;0.881;0.7291;23;15
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2004P013;PSICOLOGIA DELL'ARTE;E2004P013 - PSICOLOGIA DELL'ARTE;0.736;0.678;0.7186;24;14
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P101;PSICOMETRIA CON LABORATORIO DI SPSS 2;E2401P101 - PSICOMETRIA CON LABORATORIO DI SPSS 2;0.749;0.634;0.7145;25;13
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P013;PSICOLOGIA DINAMICA;E2401P013 - PSICOLOGIA DINAMICA;0.76;0.589;0.7087;26;12
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P008;PSICOLOGIA FISIOLOGICA;E2401P008 - PSICOLOGIA FISIOLOGICA;0.717;0.665;0.7014;27;11
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P002;FONDAMENTI ANATOMO-FISIOLOGICI DELL'ATTIVITÀ PSICHICA;E2401P002 - FONDAMENTI ANATOMO-FISIOLOGICI DELL'ATTIVITÀ PSICHICA;0.693;0.705;0.6966;28;10
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P035;CRIMINOLOGIA;E2401P035 - CRIMINOLOGIA;0.704;0.663;0.6917;29;9
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P100;ELEMENTI DI PSICOMETRIA CON LABORATORIO DI SPSS 1;E2401P100 - ELEMENTI DI PSICOMETRIA CON LABORATORIO DI SPSS 1;0.619;0.811;0.6766;30;8
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P103;PSICOPATOLOGIA GENERALE;E2401P103 - PSICOPATOLOGIA GENERALE;0.595;0.865;0.676;31;7
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P004;STORIA DELLA PSICOLOGIA;E2401P004 - STORIA DELLA PSICOLOGIA;0.626;0.694;0.6464;32;6
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P109;PERCEZIONE E ATTENZIONE;E2401P109 - PERCEZIONE E ATTENZIONE;0.679;0.5;0.6253;33;5
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P012;PSICOLOGIA DEL LAVORO E DELLE ORGANIZZAZIONI;E2401P012 - PSICOLOGIA DEL LAVORO E DELLE ORGANIZZAZIONI;0.6;0.648;0.6144;34;4
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P007;PSICOLOGIA GENERALE 2;E2401P007 - PSICOLOGIA GENERALE 2;0.683;0.454;0.6143;35;3
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P010;PSICOLOGIA DELLO SVILUPPO;E2401P010 - PSICOLOGIA DELLO SVILUPPO;0.605;0.629;0.6122;36;2
E2401P;SCIENZE E TECNICHE PSICOLOGICHE;E2401P - SCIENZE E TECNICHE PSICOLOGICHE;E2401P001;PSICOLOGIA GENERALE 1;E2401P001 - PSICOLOGIA GENERALE 1;0.568;0.563;0.5665;37;1
E2701Q;SCIENZA DEI MATERIALI;E2701Q - SCIENZA DEI MATERIALI;E2701Q050;COMPLEMENTI DI STRUTTURA DELLA MATERIA;E2701Q050 - COMPLEMENTI DI STRUTTURA DELLA MATERIA;0.845;0.778;0.8249;1;20
E2701Q;SCIENZA DEI MATERIALI;E2701Q - SCIENZA DEI MATERIALI;E2701Q038;CHIMICA MACROMOLECOLARE CON LABORATORIO;E2701Q038 - CHIMICA MACROMOLECOLARE CON LABORATORIO;0.823;0.816;0.8209;2;19
E2701Q;SCIENZA DEI MATERIALI;E2701Q - SCIENZA DEI MATERIALI;E2701Q043;STRUTTURA DELLA MATERIA I;E2701Q043 - STRUTTURA DELLA MATERIA I;0.902;0.524;0.7886;3;18
E2701Q;SCIENZA DEI MATERIALI;E2701Q - SCIENZA DEI MATERIALI;E2701Q041;LABORATORIO DI CHIMICA ORGANICA;E2701Q041 - LABORATORIO DI CHIMICA ORGANICA;0.731;0.7;0.7217;4;17
E2701Q;SCIENZA DEI MATERIALI;E2701Q - SCIENZA DEI MATERIALI;E2701Q040;CHIMICA FISICA DEI MATERIALI;E2701Q040 - CHIMICA FISICA DEI MATERIALI;0.69;0.778;0.7164;5;16
E2701Q;SCIENZA DEI MATERIALI;E2701Q - SCIENZA DEI MATERIALI;E2701Q042;LABORATORIO DI FISICA II;E2701Q042 - LABORATORIO DI FISICA II;0.739;0.59;0.6943;6;15
E2701Q;SCIENZA DEI MATERIALI;E2701Q - SCIENZA DEI MATERIALI;E2701Q048;CHIMICA DEI MATERIALI POLIMERICI;E2701Q048 - CHIMICA DEI MATERIALI POLIMERICI;0.672;0.727;0.6885;7;14
E2701Q;SCIENZA DEI MATERIALI;E2701Q - SCIENZA DEI MATERIALI;E0201Q064;PROCESSI INDUSTRIALI E BIORAFFINERIE;E0201Q064 - PROCESSI INDUSTRIALI E BIORAFFINERIE;0.643;0.778;0.6835;8;13
E2701Q;SCIENZA DEI MATERIALI;E2701Q - SCIENZA DEI MATERIALI;E2701Q044;CHIMICA DEI MATERIALI CERAMICI;E2701Q044 - CHIMICA DEI MATERIALI CERAMICI;0.707;0.625;0.6824;9;12
E2701Q;SCIENZA DEI MATERIALI;E2701Q - SCIENZA DEI MATERIALI;E2701Q013;CHIMICA FISICA;E2701Q013 - CHIMICA FISICA;0.746;0.513;0.6761;10;11
E2701Q;SCIENZA DEI MATERIALI;E2701Q - SCIENZA DEI MATERIALI;E2701Q037;FISICA II;E2701Q037 - FISICA II;0.756;0.433;0.6591;11;10
E2701Q;SCIENZA DEI MATERIALI;E2701Q - SCIENZA DEI MATERIALI;E2701Q039;MATEMATICA III;E2701Q039 - MATEMATICA III;0.597;0.75;0.6429;12;9
E2701Q;SCIENZA DEI MATERIALI;E2701Q - SCIENZA DEI MATERIALI;E2701Q012;LABORATORIO DI CHIMICA ANALITICA STRUMENTALE;E2701Q012 - LABORATORIO DI CHIMICA ANALITICA STRUMENTALE;0.631;0.656;0.6385;13;8
E2701Q;SCIENZA DEI MATERIALI;E2701Q - SCIENZA DEI MATERIALI;E2701Q045;FISICA DEI MATERIALI CON LABORATORIO;E2701Q045 - FISICA DEI MATERIALI CON LABORATORIO;0.729;0.364;0.6195;14;7
E2701Q;SCIENZA DEI MATERIALI;E2701Q - SCIENZA DEI MATERIALI;E2701Q036;FISICA I CON LABORATORIO;E2701Q036 - FISICA I CON LABORATORIO;0.701;0.318;0.5861;15;6
E2701Q;SCIENZA DEI MATERIALI;E2701Q - SCIENZA DEI MATERIALI;E2701Q001;MATEMATICA I;E2701Q001 - MATEMATICA I;0.634;0.469;0.5845;16;5
E2701Q;SCIENZA DEI MATERIALI;E2701Q - SCIENZA DEI MATERIALI;E2701Q046;STRUTTURA DELLA MATERIA II;E2701Q046 - STRUTTURA DELLA MATERIA II;0.658;0.4;0.5806;17;4
E2701Q;SCIENZA DEI MATERIALI;E2701Q - SCIENZA DEI MATERIALI;E2701Q002;MATEMATICA II;E2701Q002 - MATEMATICA II;0.58;0.48;0.55;18;3
E2701Q;SCIENZA DEI MATERIALI;E2701Q - SCIENZA DEI MATERIALI;E2701Q034;CHIMICA GENERALE E INORGANICA CON LABORATORIO;E2701Q034 - CHIMICA GENERALE E INORGANICA CON LABORATORIO;0.617;0.382;0.5465;19;2
E2701Q;SCIENZA DEI MATERIALI;E2701Q - SCIENZA DEI MATERIALI;E2701Q035;CHIMICA ORGANICA;E2701Q035 - CHIMICA ORGANICA;0.467;0.586;0.5027;20;1
E2702Q;SCIENZE E TECNOLOGIE CHIMICHE;E2702Q - SCIENZE E TECNOLOGIE CHIMICHE;E2001R014;LOGICA E FILOSOFIA DELLA SCIENZA;E2001R014 - LOGICA E FILOSOFIA DELLA SCIENZA;0.833;1.0;0.8831;1;23
E2702Q;SCIENZE E TECNOLOGIE CHIMICHE;E2702Q - SCIENZE E TECNOLOGIE CHIMICHE;E2702Q087;CHIMICA ANALITICA E LABORATORIO;E2702Q087 - CHIMICA ANALITICA E LABORATORIO;0.75;0.905;0.7965;2;22
E2702Q;SCIENZE E TECNOLOGIE CHIMICHE;E2702Q - SCIENZE E TECNOLOGIE CHIMICHE;E2702Q094;CHIMICA ORGANICA II E LABORATORIO;E2702Q094 - CHIMICA ORGANICA II E LABORATORIO;0.704;0.984;0.788;3;21
E2702Q;SCIENZE E TECNOLOGIE CHIMICHE;E2702Q - SCIENZE E TECNOLOGIE CHIMICHE;E2702Q058;CHIMICA ANALITICA STRUMENTALE E LABORATORIO;E2702Q058 - CHIMICA ANALITICA STRUMENTALE E LABORATORIO;0.718;0.929;0.7813;4;20
E2702Q;SCIENZE E TECNOLOGIE CHIMICHE;E2702Q - SCIENZE E TECNOLOGIE CHIMICHE;E2702Q045;ELEMENTI DI BIOCHIMICA;E2702Q045 - ELEMENTI DI BIOCHIMICA;0.86;0.58;0.776;5;19
E2702Q;SCIENZE E TECNOLOGIE CHIMICHE;E2702Q - SCIENZE E TECNOLOGIE CHIMICHE;E2702Q104;SISTEMI DI GESTIONE INDUSTRIALE E DI CERTIFICAZIONE;E2702Q104 - SISTEMI DI GESTIONE INDUSTRIALE E DI CERTIFICAZIONE;0.732;0.875;0.7749;6;18
E2702Q;SCIENZE E TECNOLOGIE CHIMICHE;E2702Q - SCIENZE E TECNOLOGIE CHIMICHE;E2702Q043;CONTROLLO AMBIENTALE E SICUREZZA;E2702Q043 - CONTROLLO AMBIENTALE E SICUREZZA;0.745;0.842;0.7741;7;17
E2702Q;SCIENZE E TECNOLOGIE CHIMICHE;E2702Q - SCIENZE E TECNOLOGIE CHIMICHE;E2702Q097;CHIMICA FISICA III E LABORATORIO;E2702Q097 - CHIMICA FISICA III E LABORATORIO;0.787;0.742;0.7735;8;16
E2702Q;SCIENZE E TECNOLOGIE CHIMICHE;E2702Q - SCIENZE E TECNOLOGIE CHIMICHE;E2702Q101;CHIMICA ORGANICA III E LABORATORIO;E2702Q101 - CHIMICA ORGANICA III E LABORATORIO;0.798;0.69;0.7656;9;15
E2702Q;SCIENZE E TECNOLOGIE CHIMICHE;E2702Q - SCIENZE E TECNOLOGIE CHIMICHE;E2702Q046;MARKETING NELL'INDUSTRIA CHIMICA;E2702Q046 - MARKETING NELL'INDUSTRIA CHIMICA;0.689;0.917;0.7574;10;14
E2702Q;SCIENZE E TECNOLOGIE CHIMICHE;E2702Q - SCIENZE E TECNOLOGIE CHIMICHE;E2702Q073;CHIMICA INORGANICA II E LABORATORIO;E2702Q073 - CHIMICA INORGANICA II E LABORATORIO;0.68;0.915;0.7505;11;13
E2702Q;SCIENZE E TECNOLOGIE CHIMICHE;E2702Q - SCIENZE E TECNOLOGIE CHIMICHE;E2702Q099;CHIMICA FISICA APPLICATA;E2702Q099 - CHIMICA FISICA APPLICATA;0.733;0.763;0.742;12;12
E2702Q;SCIENZE E TECNOLOGIE CHIMICHE;E2702Q - SCIENZE E TECNOLOGIE CHIMICHE;E2702Q075;MATEMATICA II;E2702Q075 - MATEMATICA II;0.705;0.808;0.7359;13;11
E2702Q;SCIENZE E TECNOLOGIE CHIMICHE;E2702Q - SCIENZE E TECNOLOGIE CHIMICHE;E2702Q085;CHIMICA ORGANICA I;E2702Q085 - CHIMICA ORGANICA I;0.748;0.69;0.7306;14;10
E2702Q;SCIENZE E TECNOLOGIE CHIMICHE;E2702Q - SCIENZE E TECNOLOGIE CHIMICHE;E2702Q003;FISICA I;E2702Q003 - FISICA I;0.714;0.747;0.7239;15;9
E2702Q;SCIENZE E TECNOLOGIE CHIMICHE;E2702Q - SCIENZE E TECNOLOGIE CHIMICHE;E2702Q004;FISICA II;E2702Q004 - FISICA II;0.698;0.708;0.701;16;8
E2702Q;SCIENZE E TECNOLOGIE CHIMICHE;E2702Q - SCIENZE E TECNOLOGIE CHIMICHE;E2702Q009;CHIMICA FISICA I;E2702Q009 - CHIMICA FISICA I;0.788;0.462;0.6902;17;7
